pdb_nsite	uniprot_ac	uniprot_functions
4id7_1	Q07912	Kinase;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
3v04_1	Q02750	Kinase;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
5ap5_1	P33981	Kinase;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
4an2_1	Q02750	Kinase;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
4an3_1	Q02750	Kinase;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
4c4f_1	P33981	Kinase;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
2vag_1	P49759	Kinase;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
3orn_1	Q02750	Kinase;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
4anb_1	Q02750	Kinase;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
3w8q_1	Q02750	Kinase;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
3zls_1	Q02750	Kinase;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
3e2s_1	P09546	DNA-binding;Multifunctional enzyme;Oxidoreductase;Repressor
2fzn_1	P09546	DNA-binding;Multifunctional enzyme;Oxidoreductase;Repressor
1a5s_1	P00929	Allosteric enzyme;Lyase
4wx2_2	P00929	Allosteric enzyme;Lyase
4zqc_1	P00929	Allosteric enzyme;Lyase
2clh_1	P00929	Allosteric enzyme;Lyase
4xug_1	P00929	Allosteric enzyme;Lyase
1k7f_1	P00929	Allosteric enzyme;Lyase
1a50_1	P00929	Allosteric enzyme;Lyase
1qtm_1	P19821	DNA-binding;DNA-directed DNA polymerase;Nucleotidyltransferase;Transferase
3qsb_1	P0A988	DNA-binding;DNA-directed DNA polymerase;Nucleotidyltransferase;Transferase
4df4_1	P19821	DNA-binding;DNA-directed DNA polymerase;Nucleotidyltransferase;Transferase
2hma_1	Q97T38	RNA-binding;Transferase;tRNA-binding
1jcm_1	P00909	Decarboxylase;Isomerase;Lyase;Multifunctional enzyme
2dr8_1	O28126	Nucleotidyltransferase;RNA-binding;Transferase
3gcm_2	A7ZS61	Nucleotidyltransferase;RNA-binding;Transferase
1r8b_1	O28126	Nucleotidyltransferase;RNA-binding;Transferase
2dra_1	O28126	Nucleotidyltransferase;RNA-binding;Transferase
3ql6_1	P80025	Antibiotic;Antimicrobial;Oxidoreductase;Peroxidase
3tgy_1	P80025	Antibiotic;Antimicrobial;Oxidoreductase;Peroxidase
4nt3_1	P80025	Antibiotic;Antimicrobial;Oxidoreductase;Peroxidase
4o63_1	P10096	Oxidoreductase;Transferase
4o59_3	P10096	Oxidoreductase;Transferase
4x86_1	P46379	Chaperone;Chromatin regulator
4a8m_6	P11124	Nucleotidyltransferase;RNA-directed RNA polymerase;Transferase
4a8m_3	P11124	Nucleotidyltransferase;RNA-directed RNA polymerase;Transferase
4for_1	P24627	Antibiotic;Antimicrobial;Hydrolase;Protease;Serine protease
1dtp_1	P00588	Glycosyltransferase;Toxin;Transferase
1zm4_3	P11439	Glycosyltransferase;Toxin;Transferase
1xk9_2	P11439	Glycosyltransferase;Toxin;Transferase
1ddt_1	P00588	Glycosyltransferase;Toxin;Transferase
1l2o_1	P24733	Actin-binding;Calmodulin-binding;Motor protein;Muscle protein;Myosin
1b7t_1	P24733	Actin-binding;Calmodulin-binding;Motor protein;Muscle protein;Myosin
3tof_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3o9f_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3dle_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3qpj_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1vik_1	P12499	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3qlh_2	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1hiv_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3d1x_1	P04587	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
5upj_1	P04584	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
4hla_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1dmp_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3vfa_1	P0C6F2	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3bvb_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3c6t_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1ec3_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3d20_1	P04587	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1iiq_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1ikw_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1ebw_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1xl2_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1iky_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3ekt_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1msm_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3dya_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3em4_2	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1npa_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3em6_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1g2k_1	P04587	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
4j54_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3jw2_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3gga_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
7upj_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2qhz_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2bpv_1	P04587	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1hnv_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1rev_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1jld_1	P04584	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1s9e_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1fgc_1	P04587	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3uhl_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1ikx_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
4g1q_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1c1c_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3qp0_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1d4j_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1hvr_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3nu5_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1npv_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3nls_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1tkz_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
4a6c_1	P35963	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1dif_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1jlq_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3bxr_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3t1a_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1n49_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1tl1_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
4kko_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1bv7_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1w5v_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3bxs_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1bwa_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3st5_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2xye_1	P12499	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2f81_1	P04587	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3o9g_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3cyw_1	P04587	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1sh9_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1rt1_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3kfn_1	P12499	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3kfp_1	P12499	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
4fe6_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1izi_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3el1_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3tam_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3ec0_1	P04584	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2qnn_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1b6k_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1rt5_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3tlh_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3kf0_1	P12499	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2qi3_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3lzv_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
4dqf_1	P12499	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1k6v_1	P35963	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3el5_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1bdq_1	P04587	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1qbr_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1zj7_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3gi6_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1w5w_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2f80_1	P04587	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
4qgi_1	P0C6F2	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3el0_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2pqz_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2r5p_2	O12158	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2pwc_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1t7k_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
